Analysis: Scenario 1,,,,,,,,,,,,,,,,,,,
Length Units,centimeter,,,,,,,,,,,,,,,,,,
0, x, y, z, x-axis value,(1) Velocity Magnitude(cm/s),(2) Vx-Velocity(cm/s),(3) Vy-Velocity(cm/s),(4) Vz-Velocity(cm/s),(5) Static Pressure(dyne/cm2),(6) Temperature(Celsius),(7) Scalar variable(),(8) Density(g/cm3),(9) Viscosity(poise),(10) Shear Stress XY (Tau-XY)(dyne/cm2),(11) Shear Stress YZ (Tau-YZ)(dyne/cm2),(12) Shear Stress ZX (Tau-ZX)(dyne/cm2),(13) Shear Stress (Tau) Magnitude(dyne/cm2),(14) Wall Film Coefficients(W/cm2/K),(15) Wall Heat Flux(W/cm2)
445,-0.193188,-2.51831,-4.30384,7.34039,1013.04,-58.0411,-144.847,991.152,361.665,0,0,0.00120473,0.0001817,-0.00194301,0.897406,-0.0258175,0.898642,0,0
446,-0.207868,-2.5183,-4.29803,7.35618,1013.25,-66.2136,-138.856,991.602,371.254,0,0,0.00120473,0.0001817,-0.00050342,0.895948,-0.0297974,0.897322,0,0
447,-0.222549,-2.5183,-4.29221,7.37197,1013.45,-74.3862,-132.866,992.051,380.844,0,0,0.00120473,0.0001817,0.000936174,0.89449,-0.0337772,0.896003,0,0
448,-0.23723,-2.5183,-4.2864,7.38776,1013.65,-82.5587,-126.875,992.501,390.434,0,0,0.00120473,0.0001817,0.00237576,0.893031,-0.037757,0.894683,0,0
449,-0.25191,-2.5183,-4.28058,7.40355,1013.85,-90.7312,-120.884,992.95,400.023,0,0,0.00120473,0.0001817,0.00381536,0.891573,-0.0417368,0.893364,0,0
450,-0.266591,-2.5183,-4.27477,7.41934,1014.06,-98.9037,-114.894,993.4,409.613,0,0,0.00120473,0.0001817,0.00525495,0.890115,-0.0457167,0.892044,0,0
451,-0.281272,-2.5183,-4.26896,7.43513,1014.26,-107.076,-108.903,993.851,419.202,0,0,0.00120473,0.0001817,0.00669451,0.888655,-0.0496966,0.890724,0,0
452,-0.295952,-2.51829,-4.26314,7.45092,1014.46,-115.249,-102.912,994.299,428.792,0,0,0.00120473,0.0001817,0.0081341,0.887197,-0.0536764,0.889405,0,0
453,-0.310633,-2.51829,-4.25733,7.46671,1014.66,-123.421,-96.9217,994.75,438.381,0,0,0.00120473,0.0001817,0.00957369,0.885739,-0.0576563,0.888085,0,0
454,-0.325314,-2.51829,-4.25151,7.4825,1014.87,-131.594,-90.9311,995.199,447.971,0,0,0.00120473,0.0001817,0.0110133,0.884281,-0.0616361,0.886766,0,0
455,-0.339994,-2.51829,-4.2457,7.49829,1011.17,-139.823,-85.1693,991.606,455.635,0,0,0.00120473,0.0001817,0.0124892,0.88202,-0.065061,0.884619,0,0
456,-0.354675,-2.51829,-4.23989,7.51408,982.837,-146.618,-80.1629,962.87,451.978,0,0,0.00120473,0.0001817,0.0131511,0.866764,-0.0679349,0.869703,0,0
457,-0.369356,-2.51828,-4.23407,7.52987,956.534,-151.533,-74.3228,936.643,450.192,0,0,0.00120473,0.0001817,0.012714,0.843712,-0.0741554,0.847407,0,0
458,-0.384036,-2.51828,-4.22826,7.54566,1005.47,-148.118,-71.3472,987.777,467.362,0,0,0.00120473,0.0001817,0.0114211,0.827789,-0.103018,0.838964,0,0
459,-0.398717,-2.51828,-4.22244,7.56145,1028.66,-152.427,-71.9457,1010.94,466.293,0,0,0.00120473,0.0001817,0.0119983,0.824166,-0.108015,0.836519,0,0
460,-0.413398,-2.51828,-4.21663,7.57724,1043.57,-158.964,-73.4528,1025.18,459.978,0,0,0.00120473,0.0001817,0.0130938,0.82372,-0.106187,0.835435,0,0
461,-0.428078,-2.51828,-4.21082,7.59303,1058.47,-165.501,-74.9599,1039.42,453.663,0,0,0.00120473,0.0001817,0.0141892,0.823273,-0.10436,0.834351,0,0
462,-0.433598,-2.51829,-4.19596,7.60888,1054.14,-162.673,-71.3209,1035.86,463.07,0,0,0.00120473,0.0001817,0.0131169,0.813987,-0.105445,0.82497,0,0
463,-0.439117,-2.5183,-4.1811,7.62473,1051.13,-154.786,-65.6185,1034.44,475.727,0,0,0.00120473,0.0001817,0.0110348,0.789281,-0.109029,0.801154,0,0
464,-0.444636,-2.51831,-4.16624,7.64058,1048.12,-146.898,-59.9159,1033.02,488.385,0,0,0.00120473,0.0001817,0.0089526,0.764574,-0.112613,0.777337,0,0
465,-0.450156,-2.51832,-4.15138,7.65643,1045.12,-139.011,-54.2135,1031.6,501.042,0,0,0.00120473,0.0001817,0.00687048,0.739868,-0.116197,0.753521,0,0
466,-0.455675,-2.51833,-4.13652,7.67228,1042.11,-131.123,-48.5109,1030.18,513.699,0,0,0.00120473,0.0001817,0.00478831,0.715162,-0.119781,0.729705,0,0
467,-0.461194,-2.51833,-4.12166,7.68813,1039.1,-123.236,-42.8085,1028.76,526.357,0,0,0.00120473,0.0001817,0.0027062,0.690455,-0.123365,0.705889,0,0
468,-0.466714,-2.51834,-4.10681,7.70398,1036.09,-115.348,-37.1059,1027.34,539.014,0,0,0.00120473,0.0001817,0.000624019,0.665749,-0.126949,0.682072,0,0
469,-0.472233,-2.51835,-4.09195,7.71983,1033.09,-107.461,-31.4035,1025.92,551.671,0,0,0.00120473,0.0001817,-0.00145809,0.641043,-0.130533,0.658256,0,0
470,-0.477752,-2.51836,-4.07709,7.73568,1030.99,-101.56,-27.4678,1025.03,562.514,0,0,0.00120473,0.0001817,-0.00350589,0.625197,-0.135799,0.643624,0,0
471,-0.483272,-2.51837,-4.06223,7.75153,1032.23,-102.975,-30.0375,1026.06,566.675,0,0,0.00120473,0.0001817,-0.0054271,0.641974,-0.147262,0.66281,0,0
472,-0.488791,-2.51838,-4.04737,7.76738,1033.47,-104.389,-32.6072,1027.09,570.836,0,0,0.00120473,0.0001817,-0.00734826,0.65875,-0.158724,0.681994,0,0
473,-0.49431,-2.51839,-4.03251,7.78323,1034.72,-105.804,-35.1769,1028.13,574.997,0,0,0.00120473,0.0001817,-0.00926949,0.675527,-0.170186,0.701179,0,0
474,-0.499829,-2.5184,-4.01765,7.79908,1035.96,-107.218,-37.7465,1029.16,579.157,0,0,0.00120473,0.0001817,-0.0111906,0.692304,-0.181648,0.720364,0,0
475,-0.505349,-2.51841,-4.0028,7.81493,1037.2,-108.633,-40.3162,1030.19,583.318,0,0,0.00120473,0.0001817,-0.0131119,0.709081,-0.19311,0.739549,0,0
476,-0.510868,-2.51842,-3.98794,7.83078,1038.45,-110.047,-42.8859,1031.23,587.479,0,0,0.00120473,0.0001817,-0.015033,0.725857,-0.204572,0.758733,0,0
477,-0.516387,-2.51843,-3.97308,7.84663,1039.69,-111.462,-45.4556,1032.26,591.64,0,0,0.00120473,0.0001817,-0.0169543,0.742634,-0.216035,0.777918,0,0
478,-0.521907,-2.51844,-3.95822,7.86249,1040.93,-112.876,-48.0253,1033.29,595.801,0,0,0.00120473,0.0001817,-0.0188755,0.759411,-0.227497,0.797103,0,0
479,-0.527426,-2.51845,-3.94336,7.87834,1038.96,-112.831,-48.415,1031.26,597.704,0,0,0.00120473,0.0001817,-0.0202291,0.767008,-0.233921,0.806037,0,0
480,-0.532945,-2.51846,-3.9285,7.89419,1039.25,-112.205,-49.3629,1031.54,589.03,0,0,0.00120473,0.0001817,-0.0211664,0.760738,-0.234005,0.800169,0,0
481,-0.538465,-2.51847,-3.91365,7.91004,1040.07,-111.607,-50.5433,1032.35,579.114,0,0,0.00120473,0.0001817,-0.0220895,0.753291,-0.233611,0.793078,0,0
482,-0.538931,-2.51848,-3.89775,7.92594,1033.27,-109.881,-51.3086,1025.65,569.028,0,0,0.00120473,0.0001817,-0.0230383,0.746599,-0.230479,0.786077,0,0
483,-0.539398,-2.51849,-3.88186,7.94183,1026.47,-108.154,-52.074,1018.94,558.943,0,0,0.00120473,0.0001817,-0.0239871,0.739907,-0.227346,0.779076,0,0
484,-0.539865,-2.51851,-3.86597,7.95773,1019.67,-106.428,-52.8394,1012.23,548.857,0,0,0.00120473,0.0001817,-0.024936,0.733215,-0.224213,0.772075,0,0
485,-0.540331,-2.51852,-3.85008,7.97363,1012.33,-104.693,-53.594,1004.98,538.706,0,0,0.00120473,0.0001817,-0.0259137,0.726201,-0.221102,0.764774,0,0
486,-0.540798,-2.51853,-3.83419,7.98953,997.862,-102.841,-54.2058,990.56,527.705,0,0,0.00120473,0.0001817,-0.0272727,0.714951,-0.218277,0.753513,0,0
487,-0.541264,-2.51854,-3.8183,8.00543,995.006,-97.7557,-48.957,988.207,524.96,0,0,0.00120473,0.0001817,-0.031981,0.716686,-0.217965,0.755609,0,0
488,-0.541731,-2.51856,-3.8024,8.02133,992.533,-92.5641,-43.5156,986.251,522.487,0,0,0.00120473,0.0001817,-0.0367994,0.718848,-0.217735,0.758144,0,0
489,-0.542197,-2.51857,-3.78651,8.03722,990.059,-87.3726,-38.0742,984.295,520.014,0,0,0.00120473,0.0001817,-0.0416178,0.721011,-0.217506,0.760679,0,0
490,-0.542664,-2.51858,-3.77062,8.05312,987.306,-82.2164,-32.4114,982.065,517.282,0,0,0.00120473,0.0001817,-0.0460671,0.720252,-0.216387,0.760091,0,0
491,-0.543131,-2.51859,-3.75473,8.06902,984.15,-77.1108,-26.4299,979.443,514.18,0,0,0.00120473,0.0001817,-0.049986,0.715294,-0.213992,0.755015,0,0
492,-0.543597,-2.51861,-3.73884,8.08492,980.993,-72.0051,-20.4485,976.82,511.078,0,0,0.00120473,0.0001817,-0.0539049,0.710337,-0.211596,0.749939,0,0
493,-0.544064,-2.51862,-3.72295,8.10082,977.837,-66.8996,-14.4672,974.197,507.975,0,0,0.00120473,0.0001817,-0.0578237,0.705379,-0.2092,0.744863,0,0
494,-0.54453,-2.51863,-3.70705,8.11672,974.681,-61.7941,-8.48583,971.574,504.873,0,0,0.00120473,0.0001817,-0.0617425,0.700421,-0.206805,0.739787,0,0
495,-0.544997,-2.51864,-3.69116,8.13262,971.525,-56.6885,-2.5044,968.951,501.771,0,0,0.00120473,0.0001817,-0.0656614,0.695464,-0.204409,0.734711,0,0
496,-0.545464,-2.51866,-3.67527,8.14851,968.369,-51.5829,3.47704,966.328,498.669,0,0,0.00120473,0.0001817,-0.0695802,0.690506,-0.202014,0.729634,0,0
497,-0.54593,-2.51867,-3.65938,8.16441,966.674,-45.9328,8.96822,964.867,497.148,0,0,0.00120473,0.0001817,-0.0731727,0.688619,-0.200503,0.72766,0,0
498,-0.546397,-2.51868,-3.64349,8.18031,968.606,-38.9318,13.2432,966.286,499.552,0,0,0.00120473,0.0001817,-0.0759552,0.694352,-0.201189,0.73338,0,0
499,-0.546863,-2.5187,-3.6276,8.19621,970.537,-31.9307,17.5183,967.705,501.956,0,0,0.00120473,0.0001817,-0.0787378,0.700085,-0.201875,0.739101,0,0
500,-0.54733,-2.51871,-3.6117,8.21211,972.469,-24.9296,21.7933,969.124,504.36,0,0,0.00120473,0.0001817,-0.0815204,0.705818,-0.202561,0.744822,0,0
501,-0.547796,-2.51872,-3.59581,8.22801,974.401,-17.9285,26.0683,970.543,506.764,0,0,0.00120473,0.0001817,-0.084303,0.71155,-0.203247,0.750543,0,0
502,-0.544028,-2.51873,-3.58511,8.23936,970.359,-13.4987,28.5469,966.18,506.421,0,0,0.00120473,0.0001817,-0.0850878,0.712341,-0.200908,0.75051,0,0
503,-0.54026,-2.51874,-3.5744,8.2507,966.399,-9.4118,31.0478,961.926,505.304,0,0,0.00120473,0.0001817,-0.0857015,0.711751,-0.19843,0.749033,0,0
504,-0.536492,-2.51875,-3.5637,8.26205,962.438,-5.32473,33.5487,957.672,504.187,0,0,0.00120473,0.0001817,-0.0863152,0.711161,-0.195952,0.747556,0,0
505,-0.532724,-2.51876,-3.55299,8.2734,958.478,-1.23771,36.0497,953.418,503.07,0,0,0.00120473,0.0001817,-0.0869289,0.710571,-0.193474,0.746078,0,0
506,-0.528956,-2.51877,-3.54229,8.28475,954.517,2.84931,38.5507,949.164,501.953,0,0,0.00120473,0.0001817,-0.0875426,0.709981,-0.190996,0.744601,0,0
507,-0.525188,-2.51878,-3.53158,8.2961,950.557,6.93624,41.0516,944.91,500.835,0,0,0.00120473,0.0001817,-0.0881562,0.709391,-0.188518,0.743124,0,0
508,-0.52142,-2.51879,-3.52088,8.30745,946.597,11.0232,43.5525,940.657,499.718,0,0,0.00120473,0.0001817,-0.0887699,0.708801,-0.186041,0.741647,0,0
509,-0.517652,-2.5188,-3.51017,8.3188,942.636,15.1103,46.0534,936.402,498.601,0,0,0.00120473,0.0001817,-0.0893836,0.708211,-0.183563,0.740169,0,0
510,-0.513884,-2.51881,-3.49947,8.33015,938.676,19.1973,48.5544,932.148,497.484,0,0,0.00120473,0.0001817,-0.0899973,0.707621,-0.181085,0.738692,0,0
511,-0.510116,-2.51882,-3.48876,8.34149,934.716,23.2843,51.0553,927.895,496.367,0,0,0.00120473,0.0001817,-0.090611,0.707031,-0.178607,0.737215,0,0
512,-0.506348,-2.51883,-3.47806,8.35284,930.756,27.3712,53.5562,923.641,495.25,0,0,0.00120473,0.0001817,-0.0912247,0.706441,-0.176129,0.735738,0,0
513,-0.50258,-2.51884,-3.46735,8.36419,926.796,31.4582,56.0572,919.387,494.133,0,0,0.00120473,0.0001817,-0.0918384,0.705851,-0.173651,0.73426,0,0
514,-0.498812,-2.51885,-3.45665,8.37554,922.835,35.5454,58.5581,915.133,493.016,0,0,0.00120473,0.0001817,-0.0924521,0.705261,-0.171173,0.732783,0,0
515,-0.495044,-2.51886,-3.44594,8.38689,918.874,39.6323,61.059,910.879,491.898,0,0,0.00120473,0.0001817,-0.0930658,0.704671,-0.168696,0.731306,0,0
516,-0.491276,-2.51888,-3.43524,8.39824,914.914,43.7193,63.5599,906.625,490.781,0,0,0.00120473,0.0001817,-0.0936794,0.704081,-0.166218,0.729829,0,0
517,-0.487508,-2.51889,-3.42453,8.40959,913.706,47.661,66.4199,905.207,491.71,0,0,0.00120473,0.0001817,-0.0931581,0.697289,-0.163423,0.722602,0,0
518,-0.48374,-2.5189,-3.41383,8.42093,913.5,51.0923,69.145,904.818,492.607,0,0,0.00120473,0.0001817,-0.0918912,0.687835,-0.160058,0.712761,0,0
519,-0.479971,-2.51891,-3.40312,8.43228,913.293,54.5237,71.87,904.428,493.504,0,0,0.00120473,0.0001817,-0.0906244,0.678381,-0.156693,0.702919,0,0
520,-0.476203,-2.51892,-3.39242,8.44363,913.086,57.955,74.5951,904.039,494.402,0,0,0.00120473,0.0001817,-0.0893575,0.668928,-0.153328,0.693078,0,0
521,-0.472435,-2.51893,-3.38171,8.45498,909.604,59.3181,76.9413,900.559,488.553,0,0,0.00120473,0.0001817,-0.0893745,0.669845,-0.154071,0.694022,0,0
522,-0.46162,-2.51894,-3.37404,8.46824,901.501,59.704,80.755,891.733,490.299,0,0,0.00120473,0.0001817,-0.087864,0.670177,-0.149557,0.693322,0,0
523,-0.450804,-2.51895,-3.36637,8.4815,895.375,58.959,85.1168,884.662,493.257,0,0,0.00120473,0.0001817,-0.0856629,0.669051,-0.144047,0.691061,0,0
524,-0.439988,-2.51896,-3.3587,8.49476,889.25,58.2139,89.4787,877.593,496.214,0,0,0.00120473,0.0001817,-0.0834618,0.667925,-0.138537,0.688799,0,0
525,-0.429172,-2.51897,-3.35103,8.50802,883.124,57.4688,93.8406,870.522,499.172,0,0,0.00120473,0.0001817,-0.0812607,0.666799,-0.133027,0.686537,0,0
526,-0.418357,-2.51898,-3.34335,8.52128,876.998,56.7238,98.2025,863.452,502.13,0,0,0.00120473,0.0001817,-0.0790596,0.665674,-0.127516,0.684276,0,0
527,-0.407541,-2.51899,-3.33568,8.53454,870.872,55.9787,102.564,856.383,505.088,0,0,0.00120473,0.0001817,-0.0768585,0.664548,-0.122006,0.682014,0,0
528,-0.396725,-2.519,-3.32801,8.5478,864.746,55.2337,106.926,849.312,508.046,0,0,0.00120473,0.0001817,-0.0746574,0.663422,-0.116496,0.679753,0,0
529,-0.38591,-2.51901,-3.32034,8.56107,858.621,54.4886,111.288,842.242,511.003,0,0,0.00120473,0.0001817,-0.0724563,0.662296,-0.110985,0.677491,0,0
530,-0.375094,-2.51903,-3.31266,8.57433,852.495,53.7402,115.648,835.173,513.952,0,0,0.00120473,0.0001817,-0.0702538,0.66117,-0.105474,0.675229,0,0
531,-0.364278,-2.51904,-3.30499,8.58759,846.345,52.2376,119.494,828.265,514.922,0,0,0.00120473,0.0001817,-0.0677345,0.659909,-0.0997047,0.672837,0,0
532,-0.353462,-2.51905,-3.29732,8.60085,840.194,50.7349,123.339,821.356,515.891,0,0,0.00120473,0.0001817,-0.0652152,0.658648,-0.0939354,0.670444,0,0
533,-0.342647,-2.51906,-3.28965,8.61411,834.044,49.2323,127.185,814.448,516.86,0,0,0.00120473,0.0001817,-0.0626958,0.657387,-0.088166,0.668052,0,0
534,-0.331831,-2.51907,-3.28198,8.62737,827.894,47.7296,131.031,807.539,517.829,0,0,0.00120473,0.0001817,-0.0601765,0.656126,-0.0823967,0.665659,0,0
535,-0.321015,-2.51908,-3.2743,8.64063,821.743,46.227,134.877,800.631,518.798,0,0,0.00120473,0.0001817,-0.0576572,0.654866,-0.0766274,0.663267,0,0
536,-0.310199,-2.51909,-3.26663,8.65389,815.593,44.7244,138.723,793.723,519.768,0,0,0.00120473,0.0001817,-0.0551378,0.653605,-0.0708581,0.660875,0,0
537,-0.299384,-2.5191,-3.25896,8.66715,809.443,43.2217,142.569,786.814,520.737,0,0,0.00120473,0.0001817,-0.0526185,0.652344,-0.0650888,0.658482,0,0
538,-0.288568,-2.51911,-3.25129,8.68041,803.293,41.7191,146.414,779.906,521.706,0,0,0.00120473,0.0001817,-0.0500992,0.651083,-0.0593194,0.65609,0,0
539,-0.277752,-2.51912,-3.24361,8.69367,798.552,43.016,147.268,775.456,517.861,0,0,0.00120473,0.0001817,-0.0506572,0.660673,-0.0554069,0.665289,0,0
540,-0.266937,-2.51913,-3.23594,8.70693,793.961,44.6096,147.804,771.266,513.505,0,0,0.00120473,0.0001817,-0.0515416,0.671414,-0.0516912,0.675717,0,0
541,-0.256121,-2.51915,-3.22827,8.72019,789.369,46.2033,148.34,767.077,509.15,0,0,0.00120473,0.0001817,-0.0524259,0.682154,-0.0479756,0.686145,0,0
542,-0.245592,-2.51916,-3.22224,8.73233,788.666,46.6618,150.684,765.997,509.3,0,0,0.00120473,0.0001817,-0.0514475,0.683325,-0.0465535,0.687252,0,0
543,-0.235063,-2.51917,-3.2162,8.74446,788.631,46.8988,153.419,765.418,510.455,0,0,0.00120473,0.0001817,-0.0502393,0.682878,-0.0455361,0.686777,0,0
544,-0.224534,-2.51917,-3.21017,8.7566,787.603,46.2011,155.471,763.774,513.165,0,0,0.00120473,0.0001817,-0.0500346,0.683143,-0.0442968,0.686914,0,0
545,-0.214004,-2.51918,-3.20413,8.76874,786.575,45.5034,157.523,762.13,515.875,0,0,0.00120473,0.0001817,-0.0498299,0.683408,-0.0430576,0.687051,0,0
546,-0.203475,-2.51919,-3.1981,8.78087,785.548,44.8057,159.575,760.486,518.584,0,0,0.00120473,0.0001817,-0.0496251,0.683673,-0.0418183,0.687189,0,0
547,-0.192946,-2.5192,-3.19206,8.79301,784.934,43.7313,161.115,759.52,517.655,0,0,0.00120473,0.0001817,-0.0489444,0.682675,-0.0405441,0.686067,0,0
548,-0.182417,-2.51921,-3.18603,8.80514,784.531,42.4656,162.394,758.899,514.877,0,0,0.00120473,0.0001817,-0.0480219,0.681034,-0.0392521,0.684305,0,0
549,-0.171888,-2.51922,-3.17999,8.81728,784.127,41.1999,163.673,758.279,512.099,0,0,0.00120473,0.0001817,-0.0470994,0.679394,-0.0379601,0.682544,0,0
550,-0.161359,-2.51923,-3.17396,8.82942,783.724,39.9342,164.952,757.657,509.321,0,0,0.00120473,0.0001817,-0.0461769,0.677753,-0.0366681,0.680783,0,0
551,-0.15083,-2.51924,-3.16792,8.84155,783.321,38.6685,166.232,757.037,506.543,0,0,0.00120473,0.0001817,-0.0452544,0.676113,-0.0353761,0.679021,0,0
552,-0.140301,-2.51925,-3.16189,8.85369,782.917,37.4028,167.511,756.416,503.765,0,0,0.00120473,0.0001817,-0.0443319,0.674472,-0.0340841,0.67726,0,0
553,-0.129772,-2.51926,-3.15585,8.86582,782.514,36.1371,168.79,755.795,500.987,0,0,0.00120473,0.0001817,-0.0434094,0.672832,-0.0327921,0.675499,0,0
554,-0.119242,-2.51927,-3.14982,8.87796,782.111,34.8714,170.069,755.174,498.209,0,0,0.00120473,0.0001817,-0.0424869,0.671191,-0.0315,0.673737,0,0
555,-0.108713,-2.51928,-3.14378,8.89009,781.707,33.6057,171.349,754.553,495.431,0,0,0.00120473,0.0001817,-0.0415644,0.669551,-0.030208,0.671976,0,0
556,-0.0981843,-2.51929,-3.13775,8.90223,781.304,32.34,172.628,753.932,492.653,0,0,0.00120473,0.0001817,-0.0406419,0.667911,-0.028916,0.670215,0,0
557,-0.0876552,-2.5193,-3.13172,8.91437,780.9,31.0743,173.907,753.311,489.875,0,0,0.00120473,0.0001817,-0.0397194,0.66627,-0.027624,0.668454,0,0
558,-0.0771261,-2.51931,-3.12568,8.9265,780.497,29.8086,175.186,752.69,487.097,0,0,0.00120473,0.0001817,-0.0387969,0.66463,-0.026332,0.666692,0,0
559,-0.066597,-2.51932,-3.11965,8.93864,780.094,28.5429,176.466,752.069,484.319,0,0,0.00120473,0.0001817,-0.0378744,0.662989,-0.02504,0.664931,0,0
560,-0.0560679,-2.51933,-3.11361,8.95077,779.69,27.2772,177.745,751.448,481.542,0,0,0.00120473,0.0001817,-0.0369519,0.661349,-0.023748,0.663169,0,0
561,-0.0455388,-2.51934,-3.10758,8.96291,779.228,26.178,178.963,750.746,479,0,0,0.00120473,0.0001817,-0.0359826,0.659043,-0.0223892,0.660747,0,0
562,-0.0315872,-2.51934,-3.10518,8.97706,776.729,27.6145,178.002,747.72,482.773,0,0,0.00120473,0.0001817,-0.0341088,0.647812,-0.0187201,0.649421,0,0
563,-0.0176355,-2.51935,-3.10279,8.99122,779.867,28.1454,176.243,751.156,476.217,0,0,0.00120473,0.0001817,-0.0325225,0.643181,-0.0142512,0.644692,0,0
564,-0.00368393,-2.51936,-3.1004,9.00538,783.005,28.6763,174.484,754.592,469.662,0,0,0.00120473,0.0001817,-0.0309362,0.63855,-0.00978237,0.639962,0,0
565,0.0102677,-2.51937,-3.09801,9.01953,786.143,29.2073,172.725,758.028,463.107,0,0,0.00120473,0.0001817,-0.0293499,0.633919,-0.00531353,0.635233,0,0
566,0.0242193,-2.51938,-3.09562,9.03369,789.281,29.7382,170.966,761.465,456.552,0,0,0.00120473,0.0001817,-0.0277635,0.629287,-0.000844677,0.630503,0,0
567,0.0381709,-2.51939,-3.09322,9.04784,793.863,30.2724,169.646,766.548,447.645,0,0,0.00120473,0.0001817,-0.0258917,0.628007,0.00397285,0.629203,0,0
568,0.0521225,-2.51939,-3.09083,9.062,793.122,27.617,170.319,766.384,439.535,0,0,0.00120473,0.0001817,-0.0214862,0.639386,0.00749448,0.6407,0,0
569,0.0660741,-2.5194,-3.08844,9.07615,788.407,23.8927,171.704,761.409,440.684,0,0,0.00120473,0.0001817,-0.016355,0.652797,0.0100136,0.654214,0,0
570,0.0800257,-2.51941,-3.08605,9.09031,784.858,20.4638,174.015,756.824,449.19,0,0,0.00120473,0.0001817,-0.0106419,0.668963,0.0127912,0.670601,0,0
571,0.0939774,-2.51942,-3.08365,9.10446,781.306,16.6851,176.495,752.259,457.508,0,0,0.00120473,0.0001817,-0.00423344,0.685036,0.0156154,0.686953,0,0
572,0.107929,-2.51943,-3.08126,9.11862,777.755,12.5567,179.147,747.721,465.626,0,0,0.00120473,0.0001817,0.00286924,0.701016,0.0184866,0.70327,0,0
573,0.121881,-2.51943,-3.07887,9.13277,774.207,8.07911,181.974,743.212,473.532,0,0,0.00120473,0.0001817,0.010665,0.716904,0.021405,0.719554,0,0
574,0.135832,-2.51944,-3.07648,9.14693,770.667,3.25279,184.978,738.739,481.212,0,0,0.00120473,0.0001817,0.0191525,0.732702,0.0243712,0.735805,0,0
575,0.149784,-2.51945,-3.07409,9.16108,767.138,-1.92176,188.16,734.305,488.654,0,0,0.00120473,0.0001817,0.0283303,0.748409,0.0273854,0.752023,0,0
576,0.163735,-2.51946,-3.07169,9.17524,763.625,-7.44399,191.523,729.916,495.844,0,0,0.00120473,0.0001817,0.0381967,0.764027,0.030448,0.76821,0,0
577,0.177687,-2.51947,-3.0693,9.18939,760.129,-13.3133,195.07,725.577,502.77,0,0,0.00120473,0.0001817,0.04875,0.779557,0.0335596,0.784366,0,0
578,0.191639,-2.51947,-3.06691,9.20355,756.656,-19.5288,198.802,721.292,509.417,0,0,0.00120473,0.0001817,0.0599884,0.794999,0.0367203,0.800491,0,0
579,0.20559,-2.51948,-3.06452,9.2177,753.21,-26.0901,202.723,717.068,515.771,0,0,0.00120473,0.0001817,0.0719101,0.810355,0.0399307,0.816588,0,0
580,0.219542,-2.51949,-3.06212,9.23186,749.794,-32.9963,206.834,712.909,521.819,0,0,0.00120473,0.0001817,0.0845129,0.825626,0.0431911,0.832655,0,0
581,0.233493,-2.5195,-3.05973,9.24601,762.436,-33.5534,209.026,724.866,517.611,0,0,0.00120473,0.0001817,0.090223,0.826062,0.0533772,0.835472,0,0
582,0.251895,-2.5195,-3.07057,9.26737,757.87,-33.8999,204.496,721.372,514.397,0,0,0.00120473,0.0001817,0.0916439,0.831735,0.0619663,0.84247,0,0
583,0.270297,-2.5195,-3.08142,9.28873,753.909,-33.8234,200.169,718.558,510.474,0,0,0.00120473,0.0001817,0.092324,0.836937,0.0702624,0.848924,0,0
584,0.288699,-2.5195,-3.09226,9.31009,759.226,-35.7196,197.601,724.602,507.137,0,0,0.00120473,0.0001817,0.0963946,0.836725,0.0800834,0.851113,0,0
585,0.307101,-2.5195,-3.1031,9.33145,779.795,-41.7499,197.757,745.073,505.723,0,0,0.00120473,0.0001817,0.107545,0.827823,0.0929655,0.846767,0,0
586,0.325502,-2.5195,-3.11395,9.35281,800.441,-47.9554,197.872,765.628,504.21,0,0,0.00120473,0.0001817,0.118933,0.818919,0.105845,0.842505,0,0
587,0.343904,-2.5195,-3.12479,9.37417,821.165,-54.335,197.945,786.268,502.596,0,0,0.00120473,0.0001817,0.130558,0.810013,0.118721,0.838327,0,0
588,0.362306,-2.51949,-3.13563,9.39552,841.965,-60.888,197.977,806.99,500.882,0,0,0.00120473,0.0001817,0.142418,0.801104,0.131595,0.834233,0,0
589,0.380708,-2.51949,-3.14647,9.41688,862.843,-67.6131,197.967,827.798,499.068,0,0,0.00120473,0.0001817,0.154512,0.792194,0.144466,0.830221,0,0
590,0.399109,-2.51949,-3.15732,9.43824,883.795,-74.5097,197.916,848.687,497.155,0,0,0.00120473,0.0001817,0.166839,0.783282,0.157335,0.826293,0,0
591,0.417511,-2.51949,-3.16816,9.4596,904.824,-81.5767,197.825,869.659,495.142,0,0,0.00120473,0.0001817,0.179398,0.774369,0.170201,0.822447,0,0
592,0.435913,-2.51949,-3.179,9.48096,925.929,-88.8129,197.692,890.714,493.029,0,0,0.00120473,0.0001817,0.192186,0.765453,0.183065,0.818683,0,0
593,0.454315,-2.51949,-3.18984,9.50232,947.109,-96.2179,197.52,911.851,490.818,0,0,0.00120473,0.0001817,0.205204,0.756537,0.195926,0.815001,0,0
594,0.472716,-2.51949,-3.20069,9.52368,967.02,-96.854,198.337,931.54,498.511,0,0,0.00120473,0.0001817,0.210584,0.754981,0.20507,0.817314,0,0
595,0.491118,-2.51949,-3.21153,9.54503,986.696,-94.7813,199.552,950.951,509.795,0,0,0.00120473,0.0001817,0.212728,0.756081,0.213002,0.821794,0,0
