Analysis: Scenario 1,,,,,,,,,,,,,,,,,,,,,,,
Length Units,centimeter,,,,,,,,,,,,,,,,,,,,,,
0, x, y, z, x-axis value,(1) Velocity Magnitude(cm/s),(2) Vx-Velocity(cm/s),(3) Vy-Velocity(cm/s),(4) Vz-Velocity(cm/s),(5) Static Pressure(dyne/cm2),(6) Temperature(Celsius),(7) Scalar variable(),(8) Density(g/cm3),(9) Viscosity(poise),(10) Shear Stress XY (Tau-XY)(dyne/cm2),(11) Shear Stress YZ (Tau-YZ)(dyne/cm2),(12) Shear Stress ZX (Tau-ZX)(dyne/cm2),(13) Shear Stress (Tau) Magnitude(dyne/cm2),(14) Wall Film Coefficients(W/cm2/K),(15) Wall Heat Flux(W/cm2),(16) Absolute Pressure(dyne/cm2),(17) Total Pressure(dyne/cm2),(18) Total Temperature(Celsius),(19) Mach Number()
113,0.0333396,-2.5068,-3.47275,0.983688,986.314,12.9158,58.2319,983.183,645.27,0,0,0.00120473,0.0001817,-0.0440215,1.16386,-0.039293,1.16607,0,0,1.01E+06,1.01E+06,0.069322,0.0297695
114,0.0257855,-2.5068,-3.47164,0.991323,998.646,12.9868,60.598,995.283,637.945,0,0,0.00120473,0.0001817,-0.0386819,1.14128,-0.0303297,1.14314,0,0,1.01E+06,1.01E+06,0.071392,0.0301417
115,0.0182314,-2.5068,-3.47053,0.998958,991.932,12.0607,59.9739,988.712,643.916,0,0,0.00120473,0.0001817,-0.0337391,1.15594,-0.0234534,1.1576,0,0,1.01E+06,1.01E+06,0.0698768,0.0299391
116,0.0106773,-2.5068,-3.46942,1.00659,985.219,11.1346,59.3499,982.142,649.888,0,0,0.00120473,0.0001817,-0.0287963,1.17061,-0.016577,1.17207,0,0,1.01E+06,1.01E+06,0.0683617,0.0297365
117,0.00312326,-2.5068,-3.46832,1.01423,978.505,10.2085,58.7258,975.571,655.86,0,0,0.00120473,0.0001817,-0.0238535,1.18527,-0.0097007,1.18653,0,0,1.01E+06,1.01E+06,0.0668464,0.0295338
118,-0.00443083,-2.5068,-3.46721,1.02186,971.791,9.28238,58.1018,969.001,661.831,0,0,0.00120473,0.0001817,-0.0189107,1.19993,-0.00282436,1.201,0,0,1.01E+06,1.01E+06,0.0653312,0.0293312
119,-0.0119849,-2.5068,-3.4661,1.0295,965.077,8.35628,57.4778,962.43,667.802,0,0,0.00120473,0.0001817,-0.0139679,1.2146,0.00405198,1.21546,0,0,1.01E+06,1.01E+06,0.063816,0.0291285
120,-0.019539,-2.5068,-3.46499,1.03713,958.363,7.43013,56.8537,955.859,673.775,0,0,0.00120473,0.0001817,-0.00902506,1.22926,0.0109283,1.22993,0,0,1.01E+06,1.01E+06,0.0623007,0.0289259
121,-0.0270931,-2.5068,-3.46388,1.04477,951.649,6.50403,56.2296,949.289,679.746,0,0,0.00120473,0.0001817,-0.00408226,1.24392,0.0178047,1.24439,0,0,1.01E+06,1.01E+06,0.0607855,0.0287233
122,-0.034269,-2.5068,-3.4672,1.05267,945.124,4.81357,56.7188,942.91,679.199,0,0,0.00120473,0.0001817,-0.00509904,1.28878,0.0127568,1.2894,0,0,1.01E+06,1.01E+06,0.0582344,0.0285263
123,-0.041445,-2.5068,-3.47052,1.06058,945.601,2.24195,56.512,943.451,678.786,0,0,0.00120473,0.0001817,-0.00501001,1.30874,0.00422942,1.30979,0,0,1.01E+06,1.01E+06,0.0576595,0.0285407
124,-0.0486209,-2.5068,-3.47384,1.06849,949.32,-0.487484,56.1107,947.191,677.739,0,0,0.00120473,0.0001817,-0.00416674,1.31724,-0.00447718,1.31879,0,0,1.01E+06,1.01E+06,0.0579478,0.0286529
125,-0.0557968,-2.5068,-3.47716,1.07639,953.039,-3.21692,55.7095,950.931,676.692,0,0,0.00120473,0.0001817,-0.00332347,1.32575,-0.0131838,1.3278,0,0,1.01E+06,1.01E+06,0.0582361,0.0287652
126,-0.0629728,-2.5068,-3.48048,1.0843,956.758,-5.94635,55.3083,954.672,675.645,0,0,0.00120473,0.0001817,-0.0024802,1.33426,-0.0218904,1.3368,0,0,1.01E+06,1.01E+06,0.0585245,0.0288774
127,-0.0701487,-2.5068,-3.48379,1.0922,960.477,-8.6758,54.9069,958.412,674.599,0,0,0.00120473,0.0001817,-0.00163673,1.34277,-0.0305968,1.3458,0,0,1.01E+06,1.01E+06,0.0588128,0.0289897
128,-0.0773247,-2.5068,-3.48711,1.10011,964.196,-11.4052,54.5057,962.152,673.552,0,0,0.00120473,0.0001817,-0.000793455,1.35128,-0.0393034,1.35481,0,0,1.01E+06,1.01E+06,0.0591011,0.0291019
129,-0.0845006,-2.5068,-3.49043,1.10802,969.402,-14.0044,54.0978,967.276,670.488,0,0,0.00120473,0.0001817,0.000534549,1.3544,-0.0471771,1.35843,0,0,1.01E+06,1.01E+06,0.0598195,0.0292591
130,-0.0916765,-2.5068,-3.49375,1.11592,981.073,-16.037,53.6613,978.419,658.653,0,0,0.00120473,0.0001817,0.00397126,1.33408,-0.0514271,1.33864,0,0,1.01E+06,1.01E+06,0.0624088,0.0296113
131,-0.0988525,-2.5068,-3.49707,1.12383,992.745,-18.0695,53.2247,989.561,646.818,0,0,0.00120473,0.0001817,0.00740796,1.31377,-0.0556771,1.31885,0,0,1.01E+06,1.01E+06,0.064998,0.0299636
132,-0.106028,-2.5068,-3.50039,1.13174,1004.42,-20.1021,52.7882,1000.7,634.983,0,0,0.00120473,0.0001817,0.0108447,1.29346,-0.0599272,1.29906,0,0,1.01E+06,1.01E+06,0.0675873,0.0303159
133,-0.113204,-2.5068,-3.50371,1.13964,1016.09,-22.1347,52.3516,1011.85,623.148,0,0,0.00120473,0.0001817,0.0142814,1.27315,-0.0641772,1.27927,0,0,1.01E+06,1.01E+06,0.0701765,0.0306682
134,-0.12038,-2.5068,-3.50703,1.14755,1027.76,-24.1672,51.9151,1022.99,611.313,0,0,0.00120473,0.0001817,0.0177181,1.25283,-0.0684273,1.25948,0,0,1.01E+06,1.01E+06,0.0727658,0.0310204
135,-0.127556,-2.5068,-3.51034,1.15545,1042.72,-27.6421,52.511,1037.64,600.85,0,0,0.00120473,0.0001817,0.0230856,1.20748,-0.0654151,1.21497,0,0,1.01E+06,1.01E+06,0.0773988,0.0314719
136,-0.134732,-2.5068,-3.51366,1.16336,1060.01,-32.1445,53.8424,1054.8,591.365,0,0,0.00120473,0.0001817,0.029829,1.14429,-0.0572287,1.15284,0,0,1.01E+06,1.01E+06,0.0834878,0.0319939
137,-0.141908,-2.5068,-3.51698,1.17127,1069.59,-34.7868,54.293,1064.35,583.946,0,0,0.00120473,0.0001817,0.0354079,1.10965,-0.0482149,1.11914,0,0,1.01E+06,1.01E+06,0.0873536,0.032283
138,-0.149084,-2.5068,-3.5203,1.17917,1060.78,-32.9968,52.6445,1055.77,581.453,0,0,0.00120473,0.0001817,0.0382123,1.14305,-0.03723,1.15318,0,0,1.01E+06,1.01E+06,0.0859218,0.0320171
139,-0.15626,-2.5068,-3.52362,1.18708,1051.97,-31.2067,50.9959,1047.18,578.96,0,0,0.00120473,0.0001817,0.0410167,1.17645,-0.026245,1.18722,0,0,1.01E+06,1.01E+06,0.08449,0.0317513
140,-0.163436,-2.5068,-3.52694,1.19499,1043.16,-29.4167,49.3474,1038.6,576.466,0,0,0.00120473,0.0001817,0.0438212,1.20985,-0.01526,1.22125,0,0,1.01E+06,1.01E+06,0.0830583,0.0314854
141,-0.170612,-2.5068,-3.53026,1.20289,1034.35,-27.6267,47.6989,1030.02,573.973,0,0,0.00120473,0.0001817,0.0466256,1.24324,-0.00427505,1.25529,0,0,1.01E+06,1.01E+06,0.0816265,0.0312195
142,-0.175453,-2.5068,-3.53626,1.21061,1032.2,-25.9049,44.429,1028.04,573.392,0,0,0.00120473,0.0001817,0.0471053,1.27521,0.000432985,1.28726,0,0,1.01E+06,1.01E+06,0.0800863,0.0311545
143,-0.180294,-2.5068,-3.54227,1.21832,1030.01,-23.9626,40.2687,1026,574.689,0,0,0.00120473,0.0001817,0.0477101,1.30844,0.00423703,1.32036,0,0,1.01E+06,1.01E+06,0.0782811,0.0310884
144,-0.185135,-2.5068,-3.54827,1.22603,1036.19,-24.502,37.0478,1032.31,573.521,0,0,0.00120473,0.0001817,0.0475067,1.3197,0.00265026,1.33199,0,0,1.01E+06,1.01E+06,0.0788303,0.031275
145,-0.189977,-2.5068,-3.55428,1.23375,1046.19,-26.1696,34.2541,1042.41,571.232,0,0,0.00120473,0.0001817,0.046936,1.32098,-0.00138683,1.33384,0,0,1.01E+06,1.01E+06,0.0804496,0.0315766
146,-0.194818,-2.5068,-3.56028,1.24146,1056.18,-27.8371,31.4603,1052.51,568.943,0,0,0.00120473,0.0001817,0.0463652,1.32225,-0.00542392,1.3357,0,0,1.01E+06,1.01E+06,0.082069,0.0318782
147,-0.199659,-2.5068,-3.56629,1.24917,1066.17,-29.5047,28.6665,1062.62,566.654,0,0,0.00120473,0.0001817,0.0457945,1.32353,-0.00946101,1.33756,0,0,1.01E+06,1.01E+06,0.0836884,0.0321797
148,-0.2045,-2.5068,-3.57229,1.25689,1076.16,-31.1722,25.8727,1072.72,564.365,0,0,0.00120473,0.0001817,0.0452238,1.32481,-0.0134981,1.33942,0,0,1.01E+06,1.01E+06,0.0853078,0.0324813
149,-0.209341,-2.5068,-3.5783,1.2646,1086.15,-32.8398,23.0789,1082.82,562.077,0,0,0.00120473,0.0001817,0.044653,1.32609,-0.0175352,1.34127,0,0,1.01E+06,1.01E+06,0.0869272,0.0327829
150,-0.214183,-2.5068,-3.5843,1.27231,1096.14,-34.5073,20.2851,1092.92,559.788,0,0,0.00120473,0.0001817,0.0440823,1.32736,-0.0215723,1.34313,0,0,1.01E+06,1.01E+06,0.0885466,0.0330845
151,-0.219024,-2.5068,-3.59031,1.28002,1106.14,-36.1749,17.4913,1103.03,557.499,0,0,0.00120473,0.0001817,0.0435115,1.32864,-0.0256094,1.34499,0,0,1.01E+06,1.01E+06,0.0901659,0.0333861
152,-0.223865,-2.5068,-3.59631,1.28774,1116.13,-37.8424,14.6976,1113.13,555.21,0,0,0.00120473,0.0001817,0.0429408,1.32992,-0.0296464,1.34685,0,0,1.01E+06,1.01E+06,0.0917853,0.0336876
153,-0.228706,-2.5068,-3.60231,1.29545,1118.93,-39.233,13.6973,1116.06,548.998,0,0,0.00120473,0.0001817,0.0412793,1.33083,-0.0319911,1.34804,0,0,1.01E+06,1.01E+06,0.0926751,0.0337723
154,-0.233548,-2.5068,-3.60832,1.30316,1112.4,-40.2634,15.0286,1109.67,537.685,0,0,0.00120473,0.0001817,0.0381999,1.33128,-0.0321357,1.34839,0,0,1.01E+06,1.01E+06,0.0926165,0.033575
155,-0.238389,-2.5068,-3.61432,1.31088,1105.86,-41.2939,16.3598,1103.28,526.372,0,0,0.00120473,0.0001817,0.0351206,1.33173,-0.0322803,1.34873,0,0,1.01E+06,1.01E+06,0.0925579,0.0333777
156,-0.24323,-2.5068,-3.62033,1.31859,1099.32,-42.3244,17.6911,1096.89,515.06,0,0,0.00120473,0.0001817,0.0320412,1.33218,-0.0324249,1.34907,0,0,1.01E+06,1.01E+06,0.0924993,0.0331804
157,-0.248071,-2.5068,-3.62633,1.3263,1092.79,-43.3548,19.0223,1090.5,503.747,0,0,0.00120473,0.0001817,0.0289618,1.33263,-0.0325695,1.34942,0,0,1.01E+06,1.01E+06,0.0924407,0.0329832
158,-0.252912,-2.5068,-3.63234,1.33402,1086.25,-44.3853,20.3536,1084.11,492.434,0,0,0.00120473,0.0001817,0.0258824,1.33307,-0.0327141,1.34976,0,0,1.01E+06,1.01E+06,0.0923821,0.0327859
159,-0.257754,-2.5068,-3.63834,1.34173,1079.71,-45.4158,21.6848,1077.72,481.122,0,0,0.00120473,0.0001817,0.0228031,1.33352,-0.0328587,1.3501,0,0,1.01E+06,1.01E+06,0.0923235,0.0325886
160,-0.262595,-2.5068,-3.64435,1.34944,1073.18,-46.4463,23.0161,1071.33,469.809,0,0,0.00120473,0.0001817,0.0197237,1.33397,-0.0330034,1.35045,0,0,1.01E+06,1.01E+06,0.0922649,0.0323913
161,-0.267436,-2.5068,-3.65035,1.35716,1072.2,-47.0511,22.1678,1070.46,460.233,0,0,0.00120473,0.0001817,0.0181586,1.3281,-0.0317056,1.34453,0,0,1.01E+06,1.01E+06,0.0932885,0.0323619
162,-0.266991,-2.5068,-3.65698,1.3638,1080.67,-46.2228,20.4353,1078.99,453.893,0,0,0.00120473,0.0001817,0.0160008,1.32916,-0.0302573,1.34505,0,0,1.01E+06,1.01E+06,0.0941564,0.0326173
163,-0.266546,-2.5068,-3.66361,1.37045,1089.13,-45.3945,18.7029,1087.53,447.553,0,0,0.00120473,0.0001817,0.013843,1.33022,-0.0288091,1.34557,0,0,1.01E+06,1.01E+06,0.0950243,0.0328727
164,-0.266101,-2.5068,-3.67024,1.37709,1097.59,-44.5661,16.9704,1096.07,441.213,0,0,0.00120473,0.0001817,0.0116853,1.33128,-0.0273608,1.34609,0,0,1.01E+06,1.01E+06,0.0958921,0.0331281
165,-0.265655,-2.5068,-3.67687,1.38374,1106.05,-43.7378,15.2379,1104.6,434.873,0,0,0.00120473,0.0001817,0.00952747,1.33233,-0.0259126,1.34662,0,0,1.01E+06,1.01E+06,0.09676,0.0333836
166,-0.26521,-2.5068,-3.6835,1.39038,1114.52,-42.9095,13.5054,1113.14,428.533,0,0,0.00120473,0.0001817,0.00736975,1.33339,-0.0244644,1.34714,0,0,1.01E+06,1.01E+06,0.0976278,0.033639
167,-0.264765,-2.5068,-3.69013,1.39703,1122.98,-42.0812,11.7729,1121.68,422.193,0,0,0.00120473,0.0001817,0.00521196,1.33445,-0.0230161,1.34766,0,0,1.01E+06,1.01E+06,0.0984957,0.0338944
168,-0.26432,-2.5068,-3.69676,1.40367,1131.44,-41.2528,10.0404,1130.21,415.853,0,0,0.00120473,0.0001817,0.00305417,1.33551,-0.0215679,1.34819,0,0,1.01E+06,1.01E+06,0.0993636,0.0341498
169,-0.263875,-2.5068,-3.70339,1.41031,1139.9,-40.4245,8.30801,1138.75,409.513,0,0,0.00120473,0.0001817,0.000896445,1.33657,-0.0201197,1.34871,0,0,1.01E+06,1.01E+06,0.100231,0.0344052
170,-0.26343,-2.5068,-3.71002,1.41696,1148.37,-39.5962,6.57551,1147.29,403.173,0,0,0.00120473,0.0001817,-0.00126135,1.33763,-0.0186714,1.34923,0,0,1.01E+06,1.01E+06,0.101099,0.0346606
171,-0.262985,-2.5068,-3.71665,1.4236,1155.79,-38.6584,5.34878,1154.78,396.118,0,0,0.00120473,0.0001817,-0.00410517,1.34267,-0.0174687,1.35379,0,0,1.01E+06,1.01E+06,0.101701,0.0348847
172,-0.26254,-2.5068,-3.72328,1.43025,1157.59,-37.1273,6.86397,1156.6,385.188,0,0,0.00120473,0.0001817,-0.0106691,1.36935,-0.0175972,1.38023,0,0,1.01E+06,1.01E+06,0.100859,0.034939
173,-0.262094,-2.5068,-3.72991,1.43689,1159.39,-35.5962,8.37917,1158.42,374.257,0,0,0.00120473,0.0001817,-0.017233,1.39602,-0.0177256,1.40667,0,0,1.01E+06,1.01E+06,0.100017,0.0349933
174,-0.261649,-2.5068,-3.73654,1.44354,1161.18,-34.0651,9.89432,1160.24,363.327,0,0,0.00120473,0.0001817,-0.0237967,1.42269,-0.0178541,1.43311,0,0,1.01E+06,1.01E+06,0.0991756,0.0350475
175,-0.261204,-2.5068,-3.74317,1.45018,1162.98,-32.5339,11.4095,1162.07,352.397,0,0,0.00120473,0.0001817,-0.0303606,1.44936,-0.0179825,1.45955,0,0,1.01E+06,1.01E+06,0.0983339,0.0351018
176,-0.260759,-2.5068,-3.7498,1.45683,1164.78,-31.0028,12.9247,1163.89,341.467,0,0,0.00120473,0.0001817,-0.0369245,1.47603,-0.018111,1.48598,0,0,1.01E+06,1.01E+06,0.0974921,0.0351561
177,-0.260314,-2.5068,-3.75643,1.46347,1166.58,-29.4717,14.4399,1165.71,330.537,0,0,0.00120473,0.0001817,-0.0434882,1.5027,-0.0182394,1.51242,0,0,1.01E+06,1.01E+06,0.0966503,0.0352103
178,-0.259869,-2.5068,-3.76306,1.47012,1168.38,-27.9406,15.9551,1167.53,319.607,0,0,0.00120473,0.0001817,-0.0500522,1.52937,-0.0183679,1.53886,0,0,1.01E+06,1.01E+06,0.0958086,0.0352646
179,-0.259424,-2.5068,-3.76969,1.47676,1170.98,-26.6103,15.4866,1170.16,309.739,0,0,0.00120473,0.0001817,-0.053407,1.53219,-0.0164354,1.54147,0,0,1.01E+06,1.01E+06,0.0960518,0.0353432
180,-0.258979,-2.5068,-3.77632,1.4834,1174.17,-25.4279,13.559,1173.39,300.652,0,0,0.00120473,0.0001817,-0.0544013,1.51747,-0.012987,1.52656,0,0,1.01E+06,1.01E+06,0.0970932,0.0354396
181,-0.258534,-2.5068,-3.78295,1.49005,1177.37,-24.2454,11.6313,1176.61,291.565,0,0,0.00120473,0.0001817,-0.0553956,1.50275,-0.00953848,1.51164,0,0,1.01E+06,1.01E+06,0.0981346,0.035536
182,-0.253586,-2.5068,-3.78944,1.49821,1182.68,-22.4149,10.3208,1181.96,284.653,0,0,0.00120473,0.0001817,-0.0566513,1.48873,-0.00652284,1.49702,0,0,1.01E+06,1.01E+06,0.0984048,0.0356964
183,-0.248639,-2.5068,-3.79594,1.50638,1188,-20.5844,9.01012,1187.32,277.741,0,0,0.00120473,0.0001817,-0.0579071,1.4747,-0.00350707,1.48239,0,0,1.01E+06,1.01E+06,0.098675,0.0358568
184,-0.243692,-2.5068,-3.80243,1.51454,1193.31,-18.7539,7.69949,1192.67,270.829,0,0,0.00120473,0.0001817,-0.0591628,1.46068,-0.000491293,1.46777,0,0,1.01E+06,1.01E+06,0.0989452,0.0360173
185,-0.238745,-2.5068,-3.80893,1.52271,1198.75,-17.7278,6.14525,1198.14,262.122,0,0,0.00120473,0.0001817,-0.0606181,1.46287,-0.000645104,1.46958,0,0,1.01E+06,1.01E+06,0.0989059,0.0361814
186,-0.233797,-2.5068,-3.81543,1.53087,1204.3,-17.4252,4.37182,1203.72,251.801,0,0,0.00120473,0.0001817,-0.0622529,1.47965,-0.00365002,1.48617,0,0,1.01E+06,1.01E+06,0.0985881,0.0363489
187,-0.22885,-2.5068,-3.82192,1.53904,1209.85,-17.1225,2.59831,1209.3,241.48,0,0,0.00120473,0.0001817,-0.0638878,1.49643,-0.00665492,1.50277,0,0,1.01E+06,1.01E+06,0.0982704,0.0365164
188,-0.223903,-2.5068,-3.82842,1.54721,1215.4,-16.8199,0.824794,1214.88,231.159,0,0,0.00120473,0.0001817,-0.0655226,1.51321,-0.00965983,1.51936,0,0,1.01E+06,1.01E+06,0.0979527,0.0366839
189,-0.218956,-2.5068,-3.83491,1.55537,1220.95,-16.5173,-0.948641,1220.46,220.838,0,0,0.00120473,0.0001817,-0.0671574,1.52999,-0.0126647,1.53595,0,0,1.01E+06,1.01E+06,0.097635,0.0368514
190,-0.214009,-2.5068,-3.84141,1.56354,1226.5,-16.2147,-2.72207,1226.04,210.517,0,0,0.00120473,0.0001817,-0.0687923,1.54677,-0.0156697,1.55254,0,0,1.01E+06,1.01E+06,0.0973173,0.0370189
191,-0.209061,-2.5068,-3.8479,1.5717,1232.05,-15.912,-4.49559,1231.62,200.195,0,0,0.00120473,0.0001817,-0.0704271,1.56355,-0.0186746,1.56913,0,0,1.01E+06,1.01E+06,0.0969995,0.0371865
192,-0.204114,-2.5068,-3.8544,1.57987,1237.6,-15.6094,-6.2691,1237.2,189.874,0,0,0.00120473,0.0001817,-0.072062,1.58033,-0.0216795,1.58573,0,0,1.01E+06,1.01E+06,0.0966818,0.037354
193,-0.199167,-2.5068,-3.8609,1.58803,1243.15,-15.3068,-8.04253,1242.78,179.553,0,0,0.00120473,0.0001817,-0.0736968,1.59711,-0.0246844,1.60232,0,0,1.01E+06,1.01E+06,0.0963641,0.0375215
194,-0.19422,-2.5068,-3.86739,1.5962,1248.7,-15.0042,-9.81597,1248.36,169.232,0,0,0.00120473,0.0001817,-0.0753317,1.61389,-0.0276893,1.61891,0,0,1.01E+06,1.01E+06,0.0960464,0.037689
195,-0.189273,-2.5068,-3.87389,1.60436,1254.25,-14.7016,-11.5895,1253.94,158.911,0,0,0.00120473,0.0001817,-0.0769665,1.63067,-0.0306942,1.6355,0,0,1.01E+06,1.01E+06,0.0957287,0.0378565
196,-0.184325,-2.5068,-3.88038,1.61253,1259.8,-14.3989,-13.363,1259.52,148.589,0,0,0.00120473,0.0001817,-0.0786014,1.64745,-0.0336991,1.6521,0,0,1.01E+06,1.01E+06,0.095411,0.038024
197,-0.179378,-2.5068,-3.88688,1.62069,1259.92,-13.8819,-15.1772,1259.67,138.681,0,0,0.00120473,0.0001817,-0.080347,1.66735,-0.0358106,1.67187,0,0,1.01E+06,1.01E+06,0.094634,0.0380276
198,-0.174431,-2.5068,-3.89338,1.62886,1257.21,-13.7333,-17.6101,1256.91,133.755,0,0,0.00120473,0.0001817,-0.0803544,1.68958,-0.0324654,1.69368,0,0,1.01E+06,1.01E+06,0.0941012,0.0379458
199,-0.169484,-2.5068,-3.89987,1.63702,1256.97,-13.6823,-19.9231,1255.93,129.338,0,0,0.00120473,0.0001817,-0.0799883,1.70751,-0.0288499,1.71114,0,0,1.01E+06,1.01E+06,0.0939553,0.0379386
200,-0.164537,-2.5068,-3.90637,1.64519,1254.13,-13.2867,-21.6778,1250.47,124.633,0,0,0.00120473,0.0001817,-0.0796945,1.7187,-0.0254643,1.72197,0,0,1.01E+06,1.01E+06,0.0938327,0.0378528
201,-0.159589,-2.5068,-3.91286,1.65335,1251.28,-12.8912,-23.4325,1245.02,119.928,0,0,0.00120473,0.0001817,-0.0794006,1.72989,-0.0220788,1.7328,0,0,1.01E+06,1.01E+06,0.09371,0.037767
202,-0.151634,-2.5068,-3.91415,1.66141,1234.21,-12.9231,-25.3695,1233.73,123.338,0,0,0.00120473,0.0001817,-0.0802022,1.79374,-0.0201798,1.79616,0,0,1.01E+06,1.01E+06,0.0896451,0.0372516
203,-0.143679,-2.5068,-3.91543,1.66947,1243.42,-13.2013,-26.6147,1242.9,124.698,0,0,0.00120473,0.0001817,-0.076485,1.78848,-0.0164356,1.79051,0,0,1.01E+06,1.01E+06,0.0908577,0.0375297
204,-0.135724,-2.5068,-3.91671,1.67753,1239.58,-13.725,-26.9465,1239.01,124.671,0,0,0.00120473,0.0001817,-0.0723439,1.77367,-0.0146717,1.77558,0,0,1.01E+06,1.01E+06,0.091463,0.0374137
205,-0.127769,-2.5068,-3.91799,1.68558,1235.74,-14.2488,-27.2784,1235.13,124.643,0,0,0.00120473,0.0001817,-0.0682027,1.75887,-0.0129078,1.76065,0,0,1.01E+06,1.01E+06,0.0920683,0.0372978
206,-0.119814,-2.5068,-3.91928,1.69364,1231.9,-14.7725,-27.6101,1231.24,124.615,0,0,0.00120473,0.0001817,-0.0640616,1.74406,-0.0111438,1.74572,0,0,1.01E+06,1.01E+06,0.0926736,0.0371819
207,-0.111858,-2.5068,-3.92056,1.7017,1228.06,-15.2962,-27.9419,1227.36,124.587,0,0,0.00120473,0.0001817,-0.0599205,1.72926,-0.0093799,1.73079,0,0,1.01E+06,1.01E+06,0.0932789,0.037066
208,-0.103903,-2.5068,-3.92184,1.70976,1224.22,-15.8199,-28.2737,1223.47,124.56,0,0,0.00120473,0.0001817,-0.0557793,1.71445,-0.00761598,1.71586,0,0,1.01E+06,1.01E+06,0.0938842,0.03695
209,-0.0959481,-2.5068,-3.92312,1.71782,1220.38,-16.3436,-28.6055,1219.58,124.532,0,0,0.00120473,0.0001817,-0.0516382,1.69965,-0.00585206,1.70093,0,0,1.01E+06,1.01E+06,0.0944895,0.0368341
210,-0.0879929,-2.5068,-3.92441,1.72587,1216.53,-16.8673,-28.9373,1215.7,124.504,0,0,0.00120473,0.0001817,-0.0474971,1.68484,-0.00408814,1.686,0,0,1.01E+06,1.01E+06,0.0950948,0.0367182
211,-0.0800377,-2.5068,-3.92569,1.73393,1212.69,-17.3909,-29.269,1211.81,124.476,0,0,0.00120473,0.0001817,-0.0433559,1.67004,-0.00232421,1.67107,0,0,1.01E+06,1.01E+06,0.0957001,0.0366022
212,-0.0720826,-2.5068,-3.92697,1.74199,1208.85,-17.9147,-29.6009,1207.92,124.448,0,0,0.00120473,0.0001817,-0.0392147,1.65523,-0.000560302,1.65614,0,0,1.01E+06,1.01E+06,0.0963054,0.0364863
213,-0.0641274,-2.5068,-3.92826,1.75005,1205.01,-18.4384,-29.9326,1204.04,124.421,0,0,0.00120473,0.0001817,-0.0350736,1.64043,0.00120362,1.64121,0,0,1.01E+06,1.01E+06,0.0969107,0.0363704
214,-0.0561722,-2.5068,-3.92954,1.75811,1201.17,-18.9621,-30.2644,1200.15,124.393,0,0,0.00120473,0.0001817,-0.0309325,1.62562,0.00296754,1.62628,0,0,1.01E+06,1.01E+06,0.097516,0.0362544
215,-0.048217,-2.5068,-3.93082,1.76616,1197.33,-19.4858,-30.5962,1196.26,124.365,0,0,0.00120473,0.0001817,-0.0267913,1.61082,0.00473147,1.61135,0,0,1.01E+06,1.01E+06,0.0981213,0.0361385
216,-0.0402619,-2.5068,-3.9321,1.77422,1193.49,-20.0095,-30.928,1192.38,124.338,0,0,0.00120473,0.0001817,-0.0226502,1.59601,0.00649539,1.59642,0,0,1.01E+06,1.01E+06,0.0987266,0.0360226
217,-0.0323067,-2.5068,-3.93339,1.78228,1195.3,-19.2216,-30.4737,1194.21,124.826,0,0,0.00120473,0.0001817,-0.019666,1.57516,0.00934236,1.57547,0,0,1.01E+06,1.01E+06,0.099577,0.0360773
218,-0.0243515,-2.5068,-3.93467,1.79034,1199.14,-18.4808,-29.4837,1197.93,125.168,0,0,0.00120473,0.0001817,-0.0163149,1.55643,0.0108337,1.55672,0,0,1.01E+06,1.01E+06,0.100349,0.0361932
219,-0.0163963,-2.5068,-3.93595,1.7984,1195.78,-21.3392,-28.5513,1193.78,123.618,0,0,0.00120473,0.0001817,-0.00857713,1.56131,0.00445004,1.56185,0,0,1.01E+06,1.01E+06,0.100185,0.0360917
220,-0.00844117,-2.5068,-3.93723,1.80645,1192.42,-24.1976,-27.619,1189.64,122.069,0,0,0.00120473,0.0001817,-0.000839327,1.5662,-0.00193358,1.56699,0,0,1.01E+06,1.01E+06,0.100022,0.0359903
221,-0.000485999,-2.5068,-3.93852,1.81451,1189.06,-27.0559,-26.6867,1185.49,120.52,0,0,0.00120473,0.0001817,0.00689847,1.57109,-0.00831719,1.57212,0,0,1.01E+06,1.01E+06,0.0998593,0.0358888
222,0.00702165,-2.5068,-3.93509,1.82276,1187.31,-29.7334,-25.5915,1183.04,125.175,0,0,0.00120473,0.0001817,0.0138079,1.59266,-0.0146257,1.5939,0,0,1.01E+06,1.01E+06,0.0987716,0.0358361
223,0.0145293,-2.5068,-3.93167,1.83102,1185.57,-32.4108,-24.4964,1180.6,129.83,0,0,0.00120473,0.0001817,0.0207172,1.61422,-0.0209342,1.61568,0,0,1.01E+06,1.01E+06,0.0976839,0.0357835
224,0.022037,-2.5068,-3.92824,1.83927,1183.42,-34.3948,-23.8285,1177.86,134.219,0,0,0.00120473,0.0001817,0.0267421,1.63922,-0.0259064,1.64086,0,0,1.01E+06,1.01E+06,0.0965657,0.0357186
225,0.0295446,-2.5068,-3.92482,1.84752,1180.11,-32.475,-24.867,1174.6,137.094,0,0,0.00120473,0.0001817,0.0288087,1.66801,-0.0251258,1.66969,0,0,1.01E+06,1.01E+06,0.0953021,0.0356189
226,0.0370523,-2.5068,-3.92139,1.85577,1177.86,-30.1568,-25.3444,1172.48,139.797,0,0,0.00120473,0.0001817,0.0315459,1.68087,-0.0256199,1.68255,0,0,1.01E+06,1.01E+06,0.0940514,0.035551
