Analysis: Scenario 1,,,,,,,,,,,,,,,,,,,
Length Units,centimeter,,,,,,,,,,,,,,,,,,
0, x, y, z, x-axis value,(1) Velocity Magnitude(cm/s),(2) Vx-Velocity(cm/s),(3) Vy-Velocity(cm/s),(4) Vz-Velocity(cm/s),(5) Static Pressure(dyne/cm2),(6) Temperature(Celsius),(7) Scalar variable(),(8) Density(g/cm3),(9) Viscosity(poise),(10) Shear Stress XY (Tau-XY)(dyne/cm2),(11) Shear Stress YZ (Tau-YZ)(dyne/cm2),(12) Shear Stress ZX (Tau-ZX)(dyne/cm2),(13) Shear Stress (Tau) Magnitude(dyne/cm2),(14) Wall Film Coefficients(W/cm2/K),(15) Wall Heat Flux(W/cm2)
145,0.263113,-2.50548,-3.65478,0.747471,1186.69,34.0044,-15.6565,1169.62,465.378,0,0,0.00120473,0.0001817,-0.0422341,1.3247,0.121993,1.34981,0,0
146,0.261213,-2.50538,-3.65076,0.75192,1194.38,33.1164,-17.6397,1176.07,472.357,0,0,0.00120473,0.0001817,-0.0427715,1.321,0.124755,1.34621,0,0
147,0.259313,-2.50527,-3.64674,0.756368,1202.06,32.2283,-19.6232,1182.5,479.337,0,0,0.00120473,0.0001817,-0.043309,1.3173,0.127516,1.34261,0,0
148,0.257414,-2.50517,-3.64272,0.760817,1209.75,31.3402,-21.6065,1188.95,486.317,0,0,0.00120473,0.0001817,-0.0438465,1.3136,0.130278,1.33901,0,0
149,0.255514,-2.50507,-3.6387,0.765266,1210.36,30.8259,-21.6128,1188.89,490.478,0,0,0.00120473,0.0001817,-0.0444363,1.31272,0.13085,1.33803,0,0
150,0.253615,-2.50496,-3.63468,0.769714,1205.1,30.6213,-19.9818,1183.45,492.305,0,0,0.00120473,0.0001817,-0.0450696,1.31417,0.12961,1.33921,0,0
151,0.251715,-2.50486,-3.63065,0.774163,1199.84,30.4167,-18.3508,1178.01,494.131,0,0,0.00120473,0.0001817,-0.0457028,1.31562,0.128369,1.34038,0,0
152,0.249815,-2.50476,-3.62663,0.778612,1194.58,30.212,-16.72,1172.56,495.958,0,0,0.00120473,0.0001817,-0.0463362,1.31707,0.127127,1.34156,0,0
153,0.247916,-2.50465,-3.62261,0.78306,1189.33,30.0074,-15.089,1167.12,497.785,0,0,0.00120473,0.0001817,-0.0469694,1.31851,0.125886,1.34274,0,0
154,0.246016,-2.50455,-3.61859,0.787509,1184.07,29.8027,-13.458,1161.68,499.612,0,0,0.00120473,0.0001817,-0.0476027,1.31996,0.124646,1.34392,0,0
155,0.244117,-2.50444,-3.61457,0.791958,1178.81,29.5981,-11.8272,1156.24,501.439,0,0,0.00120473,0.0001817,-0.048236,1.32141,0.123404,1.34509,0,0
156,0.242217,-2.50434,-3.61055,0.796406,1175.83,28.9796,-10.0265,1150.9,504.289,0,0,0.00120473,0.0001817,-0.0480159,1.33259,0.122665,1.35637,0,0
157,0.240317,-2.50424,-3.60653,0.800855,1173.57,28.2096,-8.10671,1145.67,507.558,0,0,0.00120473,0.0001817,-0.0473566,1.34665,0.122095,1.37062,0,0
158,0.238418,-2.50413,-3.6025,0.805304,1171.33,27.4061,-6.108,1140.53,510.96,0,0,0.00120473,0.0001817,-0.0464834,1.36072,0.121551,1.3849,0,0
159,0.236518,-2.50403,-3.59848,0.809752,1169.14,26.5693,-4.02944,1135.48,514.496,0,0,0.00120473,0.0001817,-0.0453946,1.37482,0.121034,1.3992,0,0
160,0.234619,-2.50393,-3.59446,0.814201,1166.98,25.6989,-1.87024,1130.51,518.167,0,0,0.00120473,0.0001817,-0.044088,1.38894,0.120544,1.41353,0,0
161,0.232719,-2.50382,-3.59044,0.81865,1164.86,24.7951,0.371063,1125.63,521.973,0,0,0.00120473,0.0001817,-0.0425619,1.4031,0.120084,1.42789,0,0
162,0.22895,-2.50368,-3.5858,0.824627,1154.67,24.7504,2.64445,1117.55,522.708,0,0,0.00120473,0.0001817,-0.044099,1.39681,0.116875,1.4206,0,0
163,0.225181,-2.50353,-3.58117,0.830605,1144.3,24.7576,4.88358,1109.34,523.308,0,0,0.00120473,0.0001817,-0.0457982,1.39103,0.113736,1.41382,0,0
164,0.221413,-2.50338,-3.57653,0.836583,1133.74,24.8175,7.08751,1101,523.771,0,0,0.00120473,0.0001817,-0.0476618,1.38578,0.110668,1.40754,0,0
165,0.217644,-2.50324,-3.57189,0.84256,1122.99,24.931,9.25667,1092.54,524.096,0,0,0.00120473,0.0001817,-0.0496912,1.38106,0.107673,1.40177,0,0
166,0.213875,-2.50309,-3.56725,0.848538,1113.49,24.869,11.7831,1084.66,526.097,0,0,0.00120473,0.0001817,-0.0508221,1.38217,0.105227,1.402,0,0
167,0.210106,-2.50294,-3.56262,0.854516,1113.65,23.1499,17.2507,1081.82,541.665,0,0,0.00120473,0.0001817,-0.043794,1.4229,0.106331,1.44326,0,0
168,0.206337,-2.5028,-3.55798,0.860493,1112.09,21.4438,22.8394,1078.66,557.696,0,0,0.00120473,0.0001817,-0.0360734,1.46474,0.107472,1.48543,0,0
169,0.202569,-2.50265,-3.55334,0.866471,1108.82,19.7515,28.5538,1075.19,574.189,0,0,0.00120473,0.0001817,-0.0276556,1.50774,0.108656,1.52857,0,0
170,0.1988,-2.5025,-3.5487,0.872449,1103.84,18.0733,34.3972,1071.41,591.145,0,0,0.00120473,0.0001817,-0.0185365,1.5519,0.10989,1.57269,0,0
171,0.195031,-2.50236,-3.54407,0.878426,1097.14,16.4099,40.3749,1067.31,608.563,0,0,0.00120473,0.0001817,-0.00871068,1.59728,0.111182,1.61782,0,0
172,0.191262,-2.50221,-3.53943,0.884404,1088.72,14.7618,46.49,1062.9,626.444,0,0,0.00120473,0.0001817,0.00182587,1.64389,0.112537,1.664,0,0
173,0.187493,-2.50206,-3.53479,0.890382,1078.58,13.1295,52.7475,1058.19,644.788,0,0,0.00120473,0.0001817,0.0130785,1.69177,0.113964,1.71126,0,0
174,0.183724,-2.50192,-3.53015,0.896359,1066.72,11.5135,59.1523,1053.16,663.595,0,0,0.00120473,0.0001817,0.025053,1.74096,0.115471,1.75963,0,0
175,0.179956,-2.50177,-3.52551,0.902337,1053.14,9.91441,65.7077,1047.83,682.866,0,0,0.00120473,0.0001817,0.037753,1.79148,0.117062,1.80914,0,0
176,0.176187,-2.50162,-3.52088,0.908315,1052.43,8.33545,71.1773,1047.56,684.134,0,0,0.00120473,0.0001817,0.0430394,1.82265,0.113922,1.83998,0,0
177,0.172418,-2.50148,-3.51624,0.914292,1053.95,7.11338,77.0586,1048.43,682.544,0,0,0.00120473,0.0001817,0.0464114,1.85372,0.1108,1.8708,0,0
178,0.168649,-2.50133,-3.5116,0.92027,1056.03,6.27076,83.537,1049.81,680.299,0,0,0.00120473,0.0001817,0.048775,1.88735,0.108335,1.90415,0,0
179,0.16488,-2.50118,-3.50696,0.926248,1058.68,5.80986,90.6229,1051.71,677.398,0,0,0.00120473,0.0001817,0.0501335,1.92361,0.10654,1.94011,0,0
180,0.161112,-2.50104,-3.50233,0.932225,1064.86,5.40256,98.3372,1053.99,674.94,0,0,0.00120473,0.0001817,0.0507696,2.07169,0.0821723,2.08856,0,0
181,0.157343,-2.50089,-3.49769,0.938203,1076.71,4.81219,106.658,1056.34,673.908,0,0,0.00120473,0.0001817,0.0518366,2.46311,0.0131295,2.48157,0,0
182,0.152814,-2.50079,-3.49627,0.942951,1072.08,6.11137,106.107,1055.31,665.053,0,0,0.00120473,0.0001817,0.0423608,2.28433,0.038102,2.30102,0,0
183,0.148284,-2.50068,-3.49485,0.947699,1067.38,7.31957,105.694,1054.41,656.411,0,0,0.00120473,0.0001817,0.0326167,2.10587,0.0596218,2.12094,0,0
184,0.143755,-2.50058,-3.49343,0.952446,1062.61,8.43579,105.42,1053.66,647.983,0,0,0.00120473,0.0001817,0.0226045,1.92782,0.0776555,1.94143,0,0
185,0.139226,-2.50048,-3.49201,0.957194,1061.01,9.13283,105.075,1052.43,640.87,0,0,0.00120473,0.0001817,0.0141381,1.88612,0.071629,1.89891,0,0
186,0.134697,-2.50037,-3.49059,0.961942,1059.64,9.72528,104.739,1051.09,633.988,0,0,0.00120473,0.0001817,0.00622412,1.8581,0.0635936,1.87011,0,0
187,0.130168,-2.50027,-3.48917,0.966689,1058.19,10.245,104.426,1049.68,627.228,0,0,0.00120473,0.0001817,-0.00128051,1.8307,0.055685,1.84192,0,0
188,0.125639,-2.50016,-3.48775,0.971437,1056.65,10.6915,104.137,1048.19,620.591,0,0,0.00120473,0.0001817,-0.00837354,1.80392,0.0479035,1.81434,0,0
189,0.121109,-2.50006,-3.48633,0.976185,1055.03,11.0641,103.872,1046.63,614.08,0,0,0.00120473,0.0001817,-0.0150518,1.77776,0.0402497,1.78737,0,0
190,0.11658,-2.49996,-3.48491,0.980933,1053.33,11.3627,103.631,1044.99,607.691,0,0,0.00120473,0.0001817,-0.0213137,1.75221,0.0327246,1.76101,0,0
191,0.112051,-2.49985,-3.48349,0.98568,1051.54,11.5865,103.414,1043.29,601.429,0,0,0.00120473,0.0001817,-0.027156,1.7273,0.0253288,1.73526,0,0
192,0.107522,-2.49975,-3.48207,0.990428,1049.66,11.7351,103.22,1041.5,595.292,0,0,0.00120473,0.0001817,-0.0325765,1.70302,0.0180624,1.71014,0,0
193,0.102993,-2.49965,-3.48065,0.995176,1047.7,11.808,103.05,1039.65,589.283,0,0,0.00120473,0.0001817,-0.0375726,1.67936,0.0109258,1.68564,0,0
194,0.0984635,-2.49954,-3.47923,0.999924,1045.66,11.8045,102.903,1037.71,583.403,0,0,0.00120473,0.0001817,-0.0421415,1.65634,0.00391941,1.66177,0,0
195,0.0939343,-2.49944,-3.47781,1.00467,1043.82,13.5997,106.381,1035.37,587.629,0,0,0.00120473,0.0001817,-0.0464697,1.66643,0.00802107,1.67158,0,0
196,0.0894051,-2.49933,-3.47639,1.00942,1042.03,16.0319,111.018,1032.87,595.103,0,0,0.00120473,0.0001817,-0.0508743,1.68712,0.0158258,1.69219,0,0
197,0.084876,-2.49923,-3.47497,1.01417,1040.21,18.518,115.661,1030.34,602.629,0,0,0.00120473,0.0001817,-0.0553562,1.70798,0.0238374,1.71296,0,0
198,0.0803468,-2.49913,-3.47355,1.01891,1038.35,21.058,120.309,1027.78,610.207,0,0,0.00120473,0.0001817,-0.0599154,1.72901,0.0320557,1.73389,0,0
199,0.0758176,-2.49902,-3.47213,1.02366,1036.45,23.652,124.964,1025.17,617.838,0,0,0.00120473,0.0001817,-0.0645522,1.75023,0.040481,1.755,0,0
200,0.0712884,-2.49892,-3.47071,1.02841,1034.51,26.2999,129.625,1022.53,625.521,0,0,0.00120473,0.0001817,-0.0692662,1.77161,0.0491132,1.77627,0,0
201,0.0667592,-2.49882,-3.46929,1.03316,1032.54,29.0019,134.293,1019.85,633.256,0,0,0.00120473,0.0001817,-0.074058,1.79317,0.0579529,1.79771,0,0
202,0.0596781,-2.49869,-3.46891,1.04025,1027.26,32.0043,138.201,1013.92,645.136,0,0,0.00120473,0.0001817,-0.0794506,1.80222,0.0676766,1.80646,0,0
203,0.0525969,-2.49856,-3.46853,1.04734,1022.32,34.7468,142.237,1008.32,656.565,0,0,0.00120473,0.0001817,-0.0844619,1.81114,0.0763663,1.8151,0,0
204,0.0455158,-2.49843,-3.46816,1.05443,1022.29,33.4473,143.811,1008.07,661.761,0,0,0.00120473,0.0001817,-0.0882919,1.82376,0.0712108,1.82791,0,0
205,0.0384346,-2.4983,-3.46778,1.06153,1023.25,31.3348,144.861,1008.92,665.755,0,0,0.00120473,0.0001817,-0.0920617,1.83739,0.0631689,1.84184,0,0
206,0.0313535,-2.49817,-3.4674,1.06862,1024.2,29.2411,145.929,1009.74,669.828,0,0,0.00120473,0.0001817,-0.0959887,1.85124,0.0550598,1.85601,0,0
207,0.0242723,-2.49804,-3.46703,1.07571,1025.13,27.1662,147.016,1010.55,673.981,0,0,0.00120473,0.0001817,-0.100073,1.86532,0.0468834,1.87041,0,0
208,0.0171912,-2.49791,-3.46665,1.0828,1026.05,25.1102,148.121,1011.34,678.213,0,0,0.00120473,0.0001817,-0.104315,1.87961,0.0386397,1.88504,0,0
209,0.01011,-2.49778,-3.46628,1.0899,1026.95,23.0729,149.244,1012.12,682.524,0,0,0.00120473,0.0001817,-0.108715,1.89414,0.0303286,1.8999,0,0
210,0.00302887,-2.49765,-3.4659,1.09699,1027.83,21.0545,150.387,1012.87,686.915,0,0,0.00120473,0.0001817,-0.113273,1.90888,0.0219503,1.915,0,0
211,-0.00405228,-2.49752,-3.46552,1.10408,1028.7,19.0551,151.548,1013.61,691.386,0,0,0.00120473,0.0001817,-0.117988,1.92385,0.0135046,1.93033,0,0
212,-0.0111334,-2.49739,-3.46515,1.11117,1029.55,17.0742,152.727,1014.33,695.934,0,0,0.00120473,0.0001817,-0.12286,1.93904,0.00499129,1.94589,0,0
213,-0.0182146,-2.49726,-3.46477,1.11827,1030.38,15.1123,153.925,1015.03,700.563,0,0,0.00120473,0.0001817,-0.12789,1.95445,-0.00358929,1.96169,0,0
214,-0.0252957,-2.49713,-3.46439,1.12536,1031.2,13.1692,155.142,1015.72,705.27,0,0,0.00120473,0.0001817,-0.133079,1.97009,-0.0122375,1.97772,0,0
215,-0.0323769,-2.497,-3.46402,1.13245,1032,11.245,156.378,1016.38,710.057,0,0,0.00120473,0.0001817,-0.138425,1.98596,-0.0209531,1.99399,0,0
216,-0.039458,-2.49687,-3.46364,1.13954,1032.79,9.33959,157.633,1017.03,714.922,0,0,0.00120473,0.0001817,-0.143929,2.00204,-0.0297365,2.01049,0,0
217,-0.0465392,-2.49674,-3.46326,1.14664,1038.97,9.62144,156.643,1022.76,714.098,0,0,0.00120473,0.0001817,-0.1513,2.00975,-0.0333585,2.01898,0,0
218,-0.0536203,-2.49661,-3.46289,1.15373,1048.26,11.1782,154.583,1031.33,710.103,0,0,0.00120473,0.0001817,-0.159873,2.01348,-0.0340666,2.02372,0,0
219,-0.0607015,-2.49648,-3.46251,1.16082,1057.84,12.8945,152.658,1040.09,705.924,0,0,0.00120473,0.0001817,-0.168778,2.01782,-0.0345597,2.02913,0,0
220,-0.0677827,-2.49635,-3.46214,1.16791,1067.74,14.7691,150.871,1049.05,701.56,0,0,0.00120473,0.0001817,-0.178016,2.02278,-0.0348412,2.0352,0,0
221,-0.0748638,-2.49622,-3.46176,1.175,1077.94,16.8015,149.22,1058.2,697.015,0,0,0.00120473,0.0001817,-0.187584,2.02834,-0.0349118,2.04194,0,0
222,-0.0787285,-2.49618,-3.46306,1.17908,1082.58,17.2148,143.82,1062.78,691.048,0,0,0.00120473,0.0001817,-0.185183,1.99566,-0.032607,2.00937,0,0
223,-0.0825931,-2.49613,-3.46436,1.18316,1087.13,17.5429,138.471,1067.31,685.14,0,0,0.00120473,0.0001817,-0.182728,1.96335,-0.0305492,1.97714,0,0
224,-0.0864578,-2.49609,-3.46565,1.18724,1091.84,17.4121,134.229,1072.02,680.707,0,0,0.00120473,0.0001817,-0.180833,1.93939,-0.0298579,1.95332,0,0
225,-0.0903224,-2.49604,-3.46695,1.19131,1097.85,15.342,135.361,1077.79,683.382,0,0,0.00120473,0.0001817,-0.181979,1.95599,-0.0349323,1.97041,0,0
226,-0.0941871,-2.496,-3.46825,1.19539,1103.89,13.2217,136.538,1083.61,685.964,0,0,0.00120473,0.0001817,-0.183049,1.97293,-0.0400649,1.98781,0,0
227,-0.0980518,-2.49595,-3.46955,1.19947,1109.96,11.0514,137.76,1089.46,688.452,0,0,0.00120473,0.0001817,-0.184042,1.99021,-0.0452553,2.00552,0,0
228,-0.101916,-2.49591,-3.47085,1.20355,1116.05,8.8315,139.027,1095.35,690.849,0,0,0.00120473,0.0001817,-0.184961,2.00782,-0.0505032,2.02355,0,0
229,-0.105781,-2.49586,-3.47215,1.20762,1122.17,6.56155,140.338,1101.28,693.151,0,0,0.00120473,0.0001817,-0.185804,2.02575,-0.0558089,2.04187,0,0
230,-0.109646,-2.49582,-3.47345,1.2117,1130.27,4.34414,142.019,1107.43,696.568,0,0,0.00120473,0.0001817,-0.182792,2.08947,-0.0563994,2.10574,0,0
231,-0.11351,-2.49578,-3.47474,1.21578,1139.72,2.14091,143.953,1113.67,700.753,0,0,0.00120473,0.0001817,-0.177515,2.19251,-0.0520096,2.20882,0,0
232,-0.117375,-2.49573,-3.47604,1.21985,1148.94,-0.132924,145.876,1119.85,704.732,0,0,0.00120473,0.0001817,-0.173143,2.30022,-0.046017,2.31665,0,0
233,-0.12124,-2.49569,-3.47734,1.22393,1157.94,-2.47673,147.787,1125.97,708.509,0,0,0.00120473,0.0001817,-0.169672,2.4126,-0.0384258,2.42923,0,0
234,-0.125104,-2.49564,-3.47864,1.22801,1166.71,-4.89036,149.685,1132.03,712.084,0,0,0.00120473,0.0001817,-0.1671,2.5296,-0.0292457,2.54651,0,0
235,-0.128969,-2.4956,-3.47994,1.23209,1175.26,-7.37329,151.574,1138.03,715.459,0,0,0.00120473,0.0001817,-0.16542,2.65126,-0.0184761,2.66853,0,0
236,-0.132834,-2.49555,-3.48124,1.23616,1183.58,-9.92507,153.451,1143.97,718.636,0,0,0.00120473,0.0001817,-0.16463,2.77757,-0.00612361,2.79527,0,0
237,-0.136698,-2.49551,-3.48254,1.24024,1191.68,-12.5461,155.317,1149.84,721.612,0,0,0.00120473,0.0001817,-0.164727,2.90846,0.0078005,2.92667,0,0
238,-0.140563,-2.49546,-3.48383,1.24432,1199.56,-15.2357,157.173,1155.66,724.391,0,0,0.00120473,0.0001817,-0.165707,3.04393,0.0232928,3.06273,0,0
239,-0.144428,-2.49542,-3.48513,1.24839,1207.21,-17.9935,159.017,1161.42,726.972,0,0,0.00120473,0.0001817,-0.167566,3.18395,0.0403454,3.20341,0,0
240,-0.148292,-2.49537,-3.48643,1.25247,1214.65,-20.8196,160.852,1167.12,729.357,0,0,0.00120473,0.0001817,-0.1703,3.32854,0.0589562,3.34874,0,0
241,-0.152157,-2.49533,-3.48773,1.25655,1221.86,-23.7135,162.677,1172.77,731.547,0,0,0.00120473,0.0001817,-0.173907,3.47766,0.0791175,3.49869,0,0
242,-0.1569,-2.4953,-3.49059,1.26209,1226.33,-27.3837,159.257,1178.4,729.912,0,0,0.00120473,0.0001817,-0.175526,3.44455,0.0755706,3.46615,0,0
243,-0.161642,-2.49527,-3.49345,1.26763,1230.87,-31.0246,155.903,1184.12,728.401,0,0,0.00120473,0.0001817,-0.176669,3.40987,0.071385,3.43201,0,0
244,-0.166385,-2.49523,-3.49632,1.27317,1235.49,-34.6363,152.617,1189.91,727.016,0,0,0.00120473,0.0001817,-0.177339,3.37367,0.0665681,3.39631,0,0
245,-0.171127,-2.4952,-3.49918,1.27871,1240.18,-38.2188,149.397,1195.79,725.755,0,0,0.00120473,0.0001817,-0.177535,3.33586,0.0611087,3.35897,0,0
246,-0.17587,-2.49517,-3.50204,1.28425,1244.94,-41.7722,146.242,1201.74,724.617,0,0,0.00120473,0.0001817,-0.177258,3.2965,0.0550139,3.32003,0,0
247,-0.180613,-2.49514,-3.50491,1.28979,1249.78,-45.2963,143.154,1207.76,723.604,0,0,0.00120473,0.0001817,-0.176513,3.25565,0.0482957,3.27956,0,0
248,-0.185355,-2.4951,-3.50777,1.29533,1254.7,-48.7916,140.13,1213.87,722.714,0,0,0.00120473,0.0001817,-0.175295,3.21318,0.0409338,3.23743,0,0
249,-0.190098,-2.49507,-3.51063,1.30087,1259.69,-52.258,137.172,1220.05,721.945,0,0,0.00120473,0.0001817,-0.173608,3.16915,0.0329397,3.1937,0,0
250,-0.19484,-2.49504,-3.51349,1.30641,1264.75,-55.6954,134.279,1226.31,721.3,0,0,0.00120473,0.0001817,-0.171453,3.12357,0.0243144,3.14838,0,0
251,-0.199583,-2.49501,-3.51636,1.31195,1272.03,-57.2817,130.298,1233.8,715.275,0,0,0.00120473,0.0001817,-0.168963,3.07221,0.0230588,3.09837,0,0
252,-0.204326,-2.49497,-3.51922,1.31749,1280.69,-57.7186,125.6,1242.02,705.798,0,0,0.00120473,0.0001817,-0.166004,3.0175,0.0265436,3.04572,0,0
253,-0.209068,-2.49494,-3.52208,1.32303,1289.38,-58.1785,120.905,1250.19,696.364,0,0,0.00120473,0.0001817,-0.162465,2.96227,0.0297135,2.99254,0,0
254,-0.213811,-2.49491,-3.52495,1.32857,1298.08,-58.6613,116.216,1258.33,686.972,0,0,0.00120473,0.0001817,-0.15835,2.90656,0.0325759,2.93886,0,0
255,-0.218553,-2.49488,-3.52781,1.33411,1306.81,-59.1674,111.533,1266.43,677.624,0,0,0.00120473,0.0001817,-0.153665,2.85042,0.0351386,2.88474,0,0
256,-0.223296,-2.49484,-3.53067,1.33965,1314.5,-60.9403,113.229,1270.69,676.851,0,0,0.00120473,0.0001817,-0.181657,3.204,0.10026,3.24167,0,0
257,-0.228039,-2.49481,-3.53354,1.34519,1320.37,-63.7244,119.199,1272.74,681.048,0,0,0.00120473,0.0001817,-0.231249,3.82475,0.214861,3.86779,0,0
258,-0.232781,-2.49478,-3.5364,1.35073,1324.77,-66.8247,125.71,1274.87,685.042,0,0,0.00120473,0.0001817,-0.282918,4.47068,0.343728,4.52058,0,0
259,-0.237524,-2.49475,-3.53926,1.35626,1327.71,-70.2391,132.757,1277.08,688.839,0,0,0.00120473,0.0001817,-0.33662,5.14151,0.486651,5.19974,0,0
260,-0.242266,-2.49471,-3.54212,1.3618,1329.22,-73.9659,140.34,1279.38,692.44,0,0,0.00120473,0.0001817,-0.392319,5.83705,0.643435,5.90503,0,0
261,-0.247009,-2.49468,-3.54499,1.36734,1329.31,-78.0027,148.455,1281.76,695.85,0,0,0.00120473,0.0001817,-0.449969,6.55698,0.813866,6.63611,0,0
262,-0.249184,-2.49471,-3.54851,1.37148,1329.48,-77.278,143.48,1282.04,692.788,0,0,0.00120473,0.0001817,-0.451905,6.48999,0.815172,6.57146,0,0
263,-0.25136,-2.49473,-3.55203,1.37562,1329.65,-76.5707,138.545,1282.35,689.739,0,0,0.00120473,0.0001817,-0.453641,6.42329,0.815957,6.507,0,0
264,-0.253535,-2.49475,-3.55555,1.37976,1329.82,-75.8797,133.648,1282.67,686.704,0,0,0.00120473,0.0001817,-0.455181,6.35691,0.816232,6.44276,0,0
265,-0.255711,-2.49478,-3.55907,1.3839,1329.99,-75.2053,128.791,1283.02,683.682,0,0,0.00120473,0.0001817,-0.456525,6.29082,0.815996,6.37873,0,0
266,-0.257886,-2.4948,-3.56259,1.38804,1330.16,-74.5477,123.973,1283.38,680.673,0,0,0.00120473,0.0001817,-0.457671,6.225,0.815241,6.31487,0,0
267,-0.260061,-2.49482,-3.56612,1.39218,1330.34,-73.906,119.192,1283.76,677.677,0,0,0.00120473,0.0001817,-0.458625,6.15948,0.813982,6.25122,0,0
268,-0.262237,-2.49485,-3.56964,1.39632,1330.51,-73.2804,114.449,1284.16,674.695,0,0,0.00120473,0.0001817,-0.459387,6.09425,0.812217,6.18777,0,0
269,-0.264412,-2.49487,-3.57316,1.40046,1330.69,-72.6707,109.744,1284.58,671.726,0,0,0.00120473,0.0001817,-0.459956,6.02928,0.809944,6.12448,0,0
270,-0.266588,-2.4949,-3.57668,1.4046,1330.87,-72.0771,105.076,1285.02,668.769,0,0,0.00120473,0.0001817,-0.460333,5.96456,0.807161,6.06136,0,0
271,-0.268763,-2.49492,-3.5802,1.40874,1331.05,-71.499,100.446,1285.47,665.826,0,0,0.00120473,0.0001817,-0.460524,5.90015,0.803889,5.99846,0,0
272,-0.270938,-2.49494,-3.58372,1.41288,1331.24,-70.9361,95.8511,1285.95,662.896,0,0,0.00120473,0.0001817,-0.460524,5.83596,0.800105,5.93569,0,0
273,-0.273114,-2.49497,-3.58725,1.41702,1331.43,-70.389,91.293,1286.44,659.977,0,0,0.00120473,0.0001817,-0.460334,5.77201,0.795817,5.87306,0,0
274,-0.275289,-2.49499,-3.59077,1.42116,1331.62,-69.8566,86.7702,1286.95,657.072,0,0,0.00120473,0.0001817,-0.459959,5.70831,0.791034,5.81061,0,0
275,-0.277465,-2.49501,-3.59429,1.4253,1331.81,-69.3392,82.2831,1287.47,654.18,0,0,0.00120473,0.0001817,-0.459399,5.64486,0.785756,5.74831,0,0
276,-0.27964,-2.49504,-3.59781,1.42944,1332.01,-68.8366,77.831,1288.01,651.301,0,0,0.00120473,0.0001817,-0.458654,5.58164,0.77998,5.68615,0,0
277,-0.281815,-2.49506,-3.60133,1.43358,1332.21,-68.3492,73.4142,1288.58,648.433,0,0,0.00120473,0.0001817,-0.457723,5.51862,0.773704,5.62411,0,0
278,-0.283991,-2.49509,-3.60485,1.43772,1332.42,-67.8759,69.0317,1289.15,645.578,0,0,0.00120473,0.0001817,-0.456612,5.45586,0.766944,5.56223,0,0
279,-0.286166,-2.49511,-3.60838,1.44185,1332.62,-67.4171,64.6833,1289.75,642.736,0,0,0.00120473,0.0001817,-0.455319,5.39331,0.759691,5.50048,0,0
280,-0.288342,-2.49513,-3.6119,1.44599,1332.84,-66.9729,60.3694,1290.36,639.906,0,0,0.00120473,0.0001817,-0.453843,5.33096,0.751943,5.43885,0,0
281,-0.290517,-2.49516,-3.61542,1.45013,1333.05,-66.5425,56.0885,1290.99,637.088,0,0,0.00120473,0.0001817,-0.45219,5.26883,0.743713,5.37736,0,0
282,-0.290706,-2.49526,-3.62121,1.45593,1331.78,-62.9952,40.6494,1292.01,627.116,0,0,0.00120473,0.0001817,-0.364064,4.35188,0.492049,4.44137,0,0
283,-0.290894,-2.49535,-3.627,1.46172,1328.17,-62.4601,28.9353,1292.17,609.257,0,0,0.00120473,0.0001817,-0.262028,3.40966,0.226752,3.47967,0,0
284,-0.291083,-2.49545,-3.63279,1.46752,1321.43,-64.1469,20.4455,1290.48,584.458,0,0,0.00120473,0.0001817,-0.14027,2.46162,-0.0443149,2.50998,0,0
285,-0.291271,-2.49555,-3.63858,1.47331,1318.96,-65.5668,13.086,1289.7,562.027,0,0,0.00120473,0.0001817,-0.0736712,2.02064,-0.13612,2.06002,0,0
286,-0.29146,-2.49565,-3.64437,1.47911,1318.85,-66.8948,6.60406,1289.13,541.238,0,0,0.00120473,0.0001817,-0.0507481,1.88927,-0.118626,1.92865,0,0
287,-0.291648,-2.49575,-3.65017,1.4849,1316.66,-68.24,0.914889,1287.67,521.207,0,0,0.00120473,0.0001817,-0.0316931,1.77047,-0.101581,1.80922,0,0
288,-0.291837,-2.49584,-3.65596,1.4907,1315.61,-68.6204,-3.51416,1287.94,507.093,0,0,0.00120473,0.0001817,-0.0220909,1.70127,-0.0903305,1.73907,0,0
289,-0.292026,-2.49594,-3.66175,1.49649,1317.53,-67.9614,-7.04391,1290.9,499.116,0,0,0.00120473,0.0001817,-0.0200089,1.6779,-0.0854838,1.71493,0,0
290,-0.292214,-2.49604,-3.66754,1.50229,1319.43,-67.3603,-10.3858,1293.89,491.366,0,0,0.00120473,0.0001817,-0.018189,1.6556,-0.0809675,1.69182,0,0
291,-0.292403,-2.49614,-3.67333,1.50808,1321.31,-66.8163,-13.5435,1296.9,483.838,0,0,0.00120473,0.0001817,-0.0166227,1.63431,-0.0767755,1.66971,0,0
292,-0.292591,-2.49624,-3.67912,1.51388,1323.17,-66.3278,-16.5213,1299.95,476.532,0,0,0.00120473,0.0001817,-0.0153008,1.614,-0.0728997,1.64856,0,0
293,-0.29278,-2.49633,-3.68491,1.51967,1325.02,-65.8934,-19.3235,1303.02,469.442,0,0,0.00120473,0.0001817,-0.0142144,1.59464,-0.0693312,1.62834,0,0
294,-0.292969,-2.49643,-3.6907,1.52547,1326.85,-65.5124,-21.9535,1306.13,462.567,0,0,0.00120473,0.0001817,-0.0133558,1.57618,-0.0660647,1.60901,0,0
